"","D20_250004","D20_250006","D20_250007","D20_250009","D20_250010","D20_250012","D20_250027","D20_250029","D20_250033","D20_250034","D20_250037","D20_250039","D20_250040","D20_250041","D20_250044","S023","S035","S087","S117","S157","S166","S169","S178"
"Cmtm7",256,289,246,77,149,52,0,128,75,111,6,158,147,177,270,0,150,24,279,6,64,414,38
"Stt3b",10717,1789,3542,232,251,3202,142,1577,1251,394,656,533,1330,1890,4274,2801,771,467,2357,1586,817,3434,1023
"Tgfbr2",77,116,27,15,0,49,134,268,21,411,69,65,61,56,83,104,0,27,20,84,386,0,0
"Zcwpw2",1,1,5,0,0,0,0,0,2,0,6,3,0,0,1,0,34,1,0,0,0,0,0
"Eomes",0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0
"Slc25a36",189,880,2753,1122,212,980,334,958,392,919,310,55,1008,1157,3037,807,792,532,530,726,1427,1285,483
"Trim42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0
"Clstn2",660,46,84,22,22,26,798,409,65,30,101,96,77,34,210,43,154,47,24,231,229,167,77
"Rbp2",15,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Nmnat3",376,63,277,8,1,79,199,315,90,118,44,46,257,100,103,174,23,11,184,24,272,370,187
"Copb2",6449,870,2019,53,118,733,632,973,1534,4346,636,154,1826,935,3432,1162,758,186,1690,207,6209,3053,485
"Mrps22",1425,324,738,33,510,487,1346,443,350,187,11,192,769,763,1439,611,278,58,956,50,862,1368,920
"Pik3cb",140,20,61,16,1,138,96,0,22,20,16,19,45,30,61,24,40,18,8,76,88,0,9
"Faim",515,422,669,81,558,155,695,265,91,724,4,394,490,335,1061,448,258,91,697,51,391,1382,413
"Armc8",879,240,474,48,102,1118,468,2479,173,7,100,279,248,236,557,222,287,34,458,375,975,1057,145
"Dbr1",44,186,401,18,100,48,44,44,97,486,63,46,210,239,441,238,69,30,226,63,356,165,132
"Mras",5314,153,573,68,611,447,1401,161,175,1257,345,1586,842,379,594,1003,462,234,734,786,1100,1070,498
"Cldn18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Nck1",326,696,654,33,178,364,44,962,216,446,12,100,716,370,1013,609,112,96,543,53,498,1363,303
"Cdc25a",1066,211,479,54,172,16,1380,128,151,324,200,302,358,103,437,150,372,152,141,634,288,19,128
"Nme6",753,87,206,10,46,172,310,904,171,110,2,203,223,121,299,186,69,1,326,20,782,1043,57
"Map4",109,3179,2305,269,3160,2301,8768,7168,3764,3503,2317,2273,4222,1290,2489,2671,1788,1016,1280,3369,8126,4315,3727
"Dhx30",7605,1302,1601,40,330,1486,596,4539,442,427,2248,357,1109,575,793,1597,655,233,1732,515,2721,3175,756
"Smarcc1",17036,237,722,165,479,1117,283,435,274,568,225,690,1099,790,1722,835,866,218,2013,767,744,1441,396
"Cspg5",316,9,38,5,3,57,31,209,58,307,33,12,8,11,56,19,29,1,54,34,79,36,147
"Ngp",9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scap",2751,2105,9777,1168,4208,1181,4409,9140,1138,1380,9595,722,1868,1264,1995,4770,2283,1356,3391,2167,5352,5608,2881
"Ptgs2",21,0,9,1,0,68,0,0,1,0,2,5,1,0,10,21,0,0,0,0,0,0,0
"Kif9",17,1,16,10,0,188,132,2548,76,1063,16,18,14,36,35,1,37,2,8,1,1047,1735,52
"Nradd",37,159,194,70,288,3,56,446,67,142,105,37,211,204,186,131,126,22,317,1,304,207,85
"Pth1r",13,9,0,8,28,0,0,0,0,20,4,7,10,1,12,35,0,0,1,2,21,0,0
"Prss44",684,41,73,13,0,273,262,229,128,147,21,88,161,46,152,77,49,5,163,0,470,970,96
"Tdgf1",0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0
"Lrrc2",89,4,69,13,3,0,6,0,0,0,3,11,29,18,116,0,32,1,24,2,9,0,0
"Ltf",0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0
"Lrrfip2",2074,1537,2659,100,44,1513,297,1865,1274,1300,91,1467,2615,794,2440,1332,767,234,1572,1488,1538,2063,578
"Mlh1",887,115,289,43,113,241,385,272,108,102,878,10,361,220,238,355,143,36,372,46,695,569,149
"Dclk3",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"Trib1",750,77,100,11,0,290,75,1077,382,562,90,69,17,40,717,158,44,67,3,202,189,64,460
"Stac",0,0,1,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0
"Arpp21",1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0
"Pdcd6ip",5520,3020,2533,30,1706,6511,14798,1183,2731,3060,1322,781,2101,1248,2830,3046,903,1013,980,3820,2221,2670,986
"Fbxl2",892,177,455,16,15,1193,621,242,197,32,214,264,311,186,564,210,219,32,303,147,1054,1484,163
"Myd88",208,69,168,66,98,395,9,146,152,6,21,40,142,146,324,273,0,48,107,39,284,242,197
"Scn5a",0,0,10,1,0,0,90,1,2,346,1,5,1,7,0,0,0,0,0,0,24,685,116
"Wdr48",1891,499,1499,66,96,190,969,1031,333,1023,1378,24,839,505,698,425,596,153,712,91,1245,1978,795
"Gorasp1",192,226,482,62,586,216,271,1281,32,931,571,29,480,304,367,580,135,115,393,98,467,1299,465
"Ttc21a",6,0,5,4,0,0,40,14,0,0,10,4,5,0,1,21,0,0,0,3,0,0,0
"Csrnp1",867,100,179,66,94,1574,144,158,1004,69,314,95,128,102,869,322,62,120,19,62,521,2082,1145
"Mobp",0,0,0,0,0,0,0,0,0,62,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rpsa",36,1665,1897,1070,2487,1072,2062,5073,710,3208,186,1149,2610,2132,3421,2325,940,178,3614,564,4503,6739,1212
"Slc25a38",239,201,532,12,511,630,145,709,22,559,33,80,276,207,587,328,119,45,456,46,611,1097,313
"Hhatl",7,0,0,0,0,0,138,0,0,0,0,0,9,0,17,1,4,2,0,0,98,0,99
"Nktr",2488,406,1002,129,100,24,1174,2005,749,2478,999,507,522,97,1334,350,758,226,390,543,1821,1650,1124
"Ss18l2",214,175,233,13,147,105,525,296,236,143,2,92,272,224,360,84,131,6,325,21,404,836,343
"Pccb",807,257,302,18,79,157,51,449,33,800,15,40,174,247,643,192,129,47,272,28,495,652,204
"Vipr1",0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,3,0,0,0
"Lyzl4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,0,0
"Amotl2",227,260,617,462,2065,264,317,2772,318,1411,933,235,222,243,995,1135,349,237,913,596,1179,1007,650
"Cck",0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0
"Cep63",98,411,347,42,134,59,449,1569,698,1771,30,182,583,227,1225,195,274,95,236,131,1102,2741,610
"Trak1",2322,144,281,99,9,842,219,609,443,843,736,571,245,245,140,394,274,124,169,415,1173,132,773
"Ephb1",1,13,23,2,0,0,0,0,0,0,1,6,0,4,1,0,0,0,0,32,2,4,0
"Abhd5",153,131,384,22,71,39,712,361,162,14,50,85,443,210,368,352,15,44,233,59,334,729,184
"Ryk",408,53,82,8,76,22,16,77,132,226,54,132,29,20,49,84,55,18,96,66,219,200,0
"Slco2a1",1,0,0,0,0,0,2,0,0,0,0,15,1,8,0,55,0,0,0,1,88,0,0
"Rab6b",3,1,14,2,0,0,0,0,0,0,13,6,20,4,12,0,0,17,0,0,19,42,0
"1110059G10Rik",135,23,147,4,100,186,17,534,117,721,6,53,121,85,146,100,36,4,143,26,867,479,0
"Srprb",74,363,1292,56,72,81,368,866,187,81,54,213,867,420,1046,493,195,77,514,39,619,640,292
"Trf",5,3,9,0,0,0,0,7,0,11,3,6,4,4,9,0,8,0,0,0,8,0,0
"Topbp1",3768,222,504,99,71,4,165,85,64,518,762,248,550,263,563,460,379,74,692,299,316,424,48
"Bfsp2",0,1,0,0,0,0,1,0,12,0,2,3,0,3,2,0,0,0,0,0,12,45,6
"Uba5",1105,221,733,96,205,405,62,8,16,570,97,155,247,204,530,0,304,49,494,133,186,724,129
"Nphp3",372,128,228,30,51,93,0,0,21,32,101,71,159,102,256,39,151,37,87,92,40,145,1
"Dnajc13",601,54,145,30,2,169,170,203,277,294,370,118,151,82,92,80,189,36,78,193,766,250,24
"Acp3",209,45,117,21,0,114,0,0,27,0,49,45,64,79,155,55,33,10,51,52,148,0,0
"Gnai2",2466,187,338,70,115,525,116,425,243,310,22,946,185,85,379,369,244,122,264,360,407,976,77
"Mrpl3",1167,469,737,51,1025,1090,204,1019,20,107,83,245,567,514,1300,996,177,77,1147,78,475,1542,332
"Cpne4",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Nudt16",0,50,81,27,32,126,105,418,0,94,5,37,81,48,55,0,42,0,101,0,74,524,139
"Nudt16l2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aste1",230,169,163,14,32,82,136,12,281,60,122,58,303,140,273,35,183,33,145,71,299,411,71
"Atp2c1",1666,576,614,36,20,1256,705,229,938,481,713,197,824,229,748,644,231,145,405,373,1293,2059,678
"Pik3r4",5060,391,1275,83,13,2001,2598,12797,1149,1538,1686,1323,1384,650,720,1140,600,303,540,1256,7085,3021,1618
"Col6a4",40,15,13,3,0,0,0,63,18,26,50,40,9,14,28,9,20,0,18,0,55,0,26
"Manf",4671,690,2616,229,829,223,463,1891,317,585,6,837,830,758,4717,1440,627,136,2305,117,955,2129,572
"Mapkapk3",69,26,62,12,0,0,11,245,66,265,54,14,74,67,75,4,74,2,50,35,155,123,110
"Cish",172,37,69,15,53,195,132,554,20,795,2,122,22,36,38,109,0,12,79,51,137,590,218
"Hemk1",156,98,219,14,17,71,143,735,7,286,86,17,372,205,157,238,0,8,244,26,305,670,67
"Rbm5",1404,1304,3229,873,29,497,594,1430,248,459,1447,46,1156,1177,1718,1047,886,170,1980,318,1453,1698,377
"Rbm6",165,784,1939,77,51,1086,531,1394,229,588,241,110,1345,677,2265,408,609,235,386,541,1124,1084,776
"Mon1a",84,175,241,22,125,316,435,1071,2,149,92,157,85,104,218,253,22,33,171,114,146,832,241
"Mst1r",0,45,74,25,0,0,0,0,0,0,134,53,51,126,93,0,138,8,30,1,2,1,2
"Traip",3779,339,935,41,4,315,542,2449,278,598,555,751,912,463,705,764,317,37,1052,133,2765,686,260
"Bsn",7,0,8,11,0,0,35,0,5,6,14,53,8,21,35,19,1,5,1,17,17,0,16
